material_id,formula,structure,description,band_gap,volume,is_gap_direct
mp-1874,NbS2,"Full Formula (Nb1 S2)
Reduced Formula: NbS2
abc   : 3.371435 3.372012 14.814491
angles: 90.000000 90.000000 119.994340
pbc   : True True True
Sites (3)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Nb   0.919884 0.839769 0.500000   0.681
1   S    0.253158 0.506316 0.605422    -0.0
2   S    0.253158 0.506316 0.394578    -0.0","NbS2 is Molybdenite-like structured and crystallizes in the hexagonal P-6m2 space group. The structure is two-dimensional and consists of one NbS2 sheet oriented in the (0, 0, 1) direction. Nb(1) is bonded to six equivalent S(1) atoms to form distorted edge-sharing NbS6 pentagonal pyramids. All Nb(1)-S(1) bond lengths are 2.50 脜. S(1) is bonded in a distorted T-shaped geometry to three equivalent Nb(1) atoms.",,145.863293275371,
mp-1101434,NiTeO4,"Full Formula (Ni2 Te2 O8)
Reduced Formula: NiTeO4
abc   : 6.123540 6.123540 6.123540
angles: 120.083090 119.606428 90.269590
pbc   : True True True
Sites (12)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Ni   0.500000 0.000000 0.000000    1.77
1   Ni   0.500000 0.500000 0.500000    1.77
2   Te   0.000000 0.000000 0.000000   0.001
3   Te   0.500000 0.000000 0.500000   0.001
4   O    0.251590 0.782461 0.030871   0.034
5   O    0.243360 0.219624 0.023735   0.065
6   O    0.695889 0.219624 0.476265   0.065
7   O    0.251590 0.220720 0.469129   0.034
8   O    0.748410 0.779280 0.530871   0.034
9   O    0.756640 0.780376 0.976265   0.065
10  O    0.304111 0.780376 0.523735   0.065
11  O    0.748410 0.217539 0.969129   0.034","NiTeO4 is trigonal omega-derived structured and crystallizes in the monoclinic P2/m space group. The structure is two-dimensional and consists of one NiTeO4 sheet oriented in the (0, 0, 1) direction. Ni(1) is bonded to two equivalent O(2) and four equivalent O(1) atoms to form NiO6 octahedra that share edges with two equivalent Ni(1)O6 octahedra and edges with four equivalent Te(1)O6 octahedra. Both Ni(1)-O(2) bond lengths are 2.12 脜. All Ni(1)-O(1) bond lengths are 2.05 脜. Te(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form TeO6 octahedra that share edges with two equivalent Te(1)O6 octahedra and edges with four equivalent Ni(1)O6 octahedra. Both Te(1)-O(1) bond lengths are 1.92 脜. All Te(1)-O(2) bond lengths are 2.05 脜. There are two inequivalent O sites. In the first O site, O(1) is bonded in a distorted trigonal non-coplanar geometry to two equivalent Ni(1) and one Te(1) atom. In the second O site, O(2) is bonded in a distorted T-shaped geometry to one Ni(1) and two equivalent Te(1) atoms.",,162.74064771811544,
mp-25262,TiO2,"Full Formula (Ti4 O8)
Reduced Formula: TiO2
abc   : 5.966815 5.966815 5.966815
angles: 60.000000 60.000000 60.000000
pbc   : True True True
Sites (12)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Ti   0.125000 0.125000 0.625000     0.0
1   Ti   0.625000 0.125000 0.125000     0.0
2   Ti   0.125000 0.625000 0.125000     0.0
3   Ti   0.125000 0.125000 0.125000     0.0
4   O    0.890799 0.890799 0.890799    -0.0
5   O    0.890799 0.327603 0.890799    -0.0
6   O    0.890799 0.890799 0.327603    -0.0
7   O    0.327603 0.890799 0.890799    -0.0
8   O    0.359201 0.359201 0.922397    -0.0
9   O    0.922397 0.359201 0.359201    -0.0
10  O    0.359201 0.922397 0.359201    -0.0
11  O    0.359201 0.359201 0.359201    -0.0",TiO2 is Cyanogen Chloride-derived structured and crystallizes in the hexagonal P6/mmm space group. The structure is zero-dimensional and consists of one titanium dihydroxide molecule. Ti(1) is bonded in a linear geometry to two equivalent O(1) atoms. Both Ti(1)-O(1) bond lengths are 1.72 脜. O(1) is bonded in a single-bond geometry to one Ti(1) atom.,,150.21476165230197,
mp-5392,Mg2SiO4,"Full Formula (Mg8 Si4 O16)
Reduced Formula: Mg2SiO4
abc   : 7.886825 7.886825 7.886825
angles: 136.442749 110.840489 85.385357
pbc   : True True True
Sites (28)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Mg   0.000000 0.000000 0.000000    -0.0
1   Mg   0.500000 0.500000 0.000000    -0.0
2   Mg   0.305564 0.750000 0.555564    -0.0
3   Mg   0.694436 0.250000 0.444436    -0.0
4   Mg   0.367984 0.867984 0.000000    -0.0
5   Mg   0.632016 0.632016 0.500000    -0.0
6   Mg   0.632016 0.132016 0.000000    -0.0
7   Mg   0.367984 0.367984 0.500000    -0.0
8   Si   0.263903 0.889982 0.373922    -0.0
9   Si   0.736097 0.110019 0.626078    -0.0
10  Si   0.983940 0.610019 0.373922    -0.0
11  Si   0.016060 0.389982 0.626078    -0.0
12  O    0.888402 0.601825 0.720554     0.0
13  O    0.111598 0.832152 0.713423     0.0
14  O    0.618729 0.898175 0.286577     0.0
15  O    0.381271 0.667848 0.279446     0.0
16  O    0.111598 0.398175 0.279446     0.0
17  O    0.888402 0.167848 0.286577     0.0
18  O    0.381271 0.101825 0.713423     0.0
19  O    0.618729 0.332152 0.720554     0.0
20  O    0.246324 0.490820 0.755504     0.0
21  O    0.753676 0.509180 0.244496     0.0
22  O    0.764683 0.009179 0.755504     0.0
23  O    0.235317 0.990821 0.244496     0.0
24  O    0.514062 0.750000 0.764062     0.0
25  O    0.485938 0.250000 0.235938     0.0
26  O    0.060745 0.750000 0.310745     0.0
27  O    0.939255 0.250000 0.689255     0.0","Mg2SiO4 crystallizes in the tetragonal P4/mmm space group. The structure is two-dimensional and consists of one Mg2SiO4 sheet oriented in the (0, 0, 1) direction. Mg(1) is bonded in a single-bond geometry to one O(1) atom. The Mg(1)-O(1) bond length is 1.81 脜. Si(1) is bonded to two equivalent O(1) and four O(2,2) atoms to form corner-sharing SiO6 octahedra. The corner-sharing octahedra are not tilted. Both Si(1)-O(1) bond lengths are 1.72 脜. All Si(1)-O(2,2) bond lengths are 1.75 脜. There are three inequivalent O sites. In the first O site, O(1) is bonded in a linear geometry to one Mg(1) and one Si(1) atom. In the second O site, O(2) is bonded in a linear geometry to two equivalent Si(1) atoms. In the third O site, O(2) is bonded in a linear geometry to two equivalent Si(1) atoms.",,303.7106034125606,
mp-1278455,CoO2,"Full Formula (Co4 O8)
Reduced Formula: CoO2
abc   : 2.816857 2.846804 19.272613
angles: 95.700286 91.004793 61.444317
pbc   : True True True
Sites (12)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Co   0.499933 0.999989 0.500076   1.437
1   Co   0.749967 0.500178 0.750333  -0.055
2   Co   0.000019 0.000100 0.999406   2.386
3   Co   0.249953 0.499508 0.250155   2.776
4   O    0.821031 0.374374 0.548825   0.012
5   O    0.071059 0.874541 0.799075   0.483
6   O    0.320675 0.371909 0.046856   0.157
7   O    0.571594 0.822070 0.302938   0.061
8   O    0.428907 0.125750 0.701516   0.478
9   O    0.679292 0.628142 0.952087   0.192
10  O    0.928751 0.177804 0.197456   0.076
11  O    0.178820 0.625636 0.451276  -0.032","Lix0CoO2 is trigonal omega-like structured and crystallizes in the monoclinic C2/m space group. The structure is two-dimensional and consists of one Lix0CoO2 sheet oriented in the (0, 0, 1) direction. Co(1) is bonded to six equivalent O(1) atoms to form edge-sharing CoO6 octahedra. All Co(1)-O(1) bond lengths are 1.88 脜. O(1) is bonded in a distorted T-shaped geometry to three equivalent Co(1) atoms.",,134.99703109462388,
mp-27716,KTlO,"Full Formula (K2 Tl2 O2)
Reduced Formula: KTlO
abc   : 3.625951 6.256613 6.727599
angles: 106.285499 105.624220 89.996331
pbc   : True True True
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   K    0.129697 0.347359 0.259194     0.0
1   K    0.870303 0.652641 0.740806     0.0
2   Tl   0.637227 0.847892 0.274563     0.0
3   Tl   0.362773 0.152108 0.725437     0.0
4   O    0.749805 0.216814 0.499685    -0.0
5   O    0.250195 0.783186 0.500315    -0.0","KTlO is trigonal omega-derived structured and crystallizes in the monoclinic P2_1/m space group. The structure is two-dimensional and consists of one KTlO sheet oriented in the (0, 0, 1) direction. K(1) is bonded in a distorted T-shaped geometry to three equivalent O(1) atoms. There are two shorter (2.63 脜) and one longer (2.65 脜) K(1)-O(1) bond length. Tl(1) is bonded in a distorted T-shaped geometry to three equivalent O(1) atoms. There is one shorter (2.37 脜) and two longer (2.51 脜) Tl(1)-O(1) bond lengths. O(1) is bonded to three equivalent K(1) and three equivalent Tl(1) atoms to form edge-sharing OK3Tl3 octahedra.",,140.6154265237279,
mp-556750,CoO2,"Full Formula (Co1 O2)
Reduced Formula: CoO2
abc   : 2.851590 2.851590 10.661218
angles: 86.661843 86.661843 65.153956
pbc   : True True True
Sites (3)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Co   0.500000 0.500000 0.500000   1.319
1   O    0.205083 0.205083 0.407263  -0.141
2   O    0.794917 0.794917 0.592737  -0.141","Lix0CoO2 is trigonal omega-like structured and crystallizes in the monoclinic C2/m space group. The structure is two-dimensional and consists of one Lix0CoO2 sheet oriented in the (0, 0, 1) direction. Co(1) is bonded to six equivalent O(1) atoms to form edge-sharing CoO6 octahedra. All Co(1)-O(1) bond lengths are 1.88 脜. O(1) is bonded in a distorted T-shaped geometry to three equivalent Co(1) atoms.",,78.48011233546804,
mp-35035,KCN,"Full Formula (K1 C1 N1)
Reduced Formula: KCN
abc   : 4.489597 4.489597 4.489597
angles: 121.393244 107.937524 99.852436
pbc   : True True True
Sites (3)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   K    0.990396 0.000000 0.990396    -0.0
1   C    0.392974 0.500000 0.892974    -0.0
2   N    0.616629 0.500000 0.116629     0.0","KCN crystallizes in the triclinic P1 space group. The structure is two-dimensional and consists of one KCN sheet oriented in the (0, 0, 1) direction. K(1) is bonded in a distorted single-bond geometry to three equivalent C(1) and three equivalent N(1) atoms. There are a spread of K(1)-C(1) bond distances ranging from 2.92-3.05 脜. There are a spread of K(1)-N(1) bond distances ranging from 2.78-3.11 脜. C(1) is bonded in a 4-coordinate geometry to three equivalent K(1) and one N(1) atom. The C(1)-N(1) bond length is 1.18 脜. N(1) is bonded in a 4-coordinate geometry to three equivalent K(1) and one C(1) atom.",,67.08937010236997,
mp-1400848,TeO3,"Full Formula (Te2 O6)
Reduced Formula: TeO3
abc   : 3.772253 3.772253 11.754374
angles: 90.000000 90.000000 120.000014
pbc   : True True True
Sites (8)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Te   0.666667 0.333333 0.750000     0.0
1   Te   0.333333 0.666667 0.250000     0.0
2   O    0.333333 0.666667 0.402747     0.0
3   O    0.666667 0.333333 0.902747     0.0
4   O    0.666667 0.333333 0.597253     0.0
5   O    0.333333 0.666667 0.097253     0.0
6   O    0.000000 0.000000 0.250000    -0.0
7   O    0.000000 0.000000 0.750000    -0.0","TeO3 crystallizes in the hexagonal P-6m2 space group. The structure is two-dimensional and consists of one TeO3 sheet oriented in the (0, 0, 1) direction. Te(1) is bonded to two equivalent O(1) and three equivalent O(2) atoms to form corner-sharing TeO5 trigonal bipyramids. Both Te(1)-O(1) bond lengths are 1.80 脜. All Te(1)-O(2) bond lengths are 2.17 脜. There are two inequivalent O sites. In the first O site, O(1) is bonded in a single-bond geometry to one Te(1) atom. In the second O site, O(2) is bonded in a trigonal planar geometry to three equivalent Te(1) atoms.",,144.8543882511298,
mp-542621,TaSe2,"Full Formula (Ta5 Se10)
Reduced Formula: TaSe2
abc   : 7.802667 8.229531 9.761439
angles: 96.089470 97.776532 108.662932
pbc   : True True True
Sites (15)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Ta   0.000000 0.000000 0.000000   0.014
1   Ta   0.035413 0.188511 0.249119    0.01
2   Ta   0.964587 0.811489 0.750881    0.01
3   Ta   0.651447 0.137829 0.132368   0.323
4   Ta   0.348553 0.862171 0.867632   0.323
5   Se   0.041413 0.898767 0.245099  -0.001
6   Se   0.958587 0.101233 0.754901  -0.001
7   Se   0.772558 0.673318 0.919138   0.001
8   Se   0.227442 0.326682 0.080862   0.001
9   Se   0.405521 0.856655 0.124530  -0.004
10  Se   0.594479 0.143345 0.875470  -0.004
11  Se   0.840622 0.280325 0.392008     0.0
12  Se   0.159378 0.719675 0.607992     0.0
13  Se   0.467103 0.644972 0.760932  -0.007
14  Se   0.532897 0.355028 0.239068  -0.007","TaSe2 is trigonal omega-like structured and crystallizes in the trigonal P-3m1 space group. The structure is two-dimensional and consists of one TaSe2 sheet oriented in the (0, 0, 1) direction. Ta(1) is bonded to six equivalent Se(1) atoms to form edge-sharing TaSe6 octahedra. All Ta(1)-Se(1) bond lengths are 2.61 脜. Se(1) is bonded in a distorted T-shaped geometry to three equivalent Ta(1) atoms.",,580.8861828790899,
mp-753670,CaPbI4,"Full Formula (Ca1 Pb1 I4)
Reduced Formula: CaPbI4
abc   : 8.632117 8.632117 7.984231
angles: 62.316712 62.316712 30.684072
pbc   : True True True
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Ca   0.500000 0.500000 0.500000     0.0
1   Pb   -0.000000 -0.000000 -0.000000     0.0
2   I    0.375099 0.375099 0.948530    -0.0
3   I    0.877994 0.877994 0.462922    -0.0
4   I    0.624901 0.624901 0.051470    -0.0
5   I    0.122006 0.122006 0.537078    -0.0","CaPbI4 crystallizes in the monoclinic P2/m space group. The structure is two-dimensional and consists of one CaPbI4 sheet oriented in the (0, 0, 1) direction. Ca(1) is bonded to two equivalent I(2) and four equivalent I(1) atoms to form CaI6 octahedra that share edges with two equivalent Ca(1)I6 octahedra and edges with four equivalent Pb(1)I6 octahedra. Both Ca(1)-I(2) bond lengths are 3.14 脜. All Ca(1)-I(1) bond lengths are 3.14 脜. Pb(1) is bonded to two equivalent I(1) and four equivalent I(2) atoms to form PbI6 octahedra that share edges with two equivalent Pb(1)I6 octahedra and edges with four equivalent Ca(1)I6 octahedra. Both Pb(1)-I(1) bond lengths are 3.24 脜. All Pb(1)-I(2) bond lengths are 3.25 脜. There are two inequivalent I sites. In the first I site, I(1) is bonded in a 3-coordinate geometry to two equivalent Ca(1) and one Pb(1) atom. In the second I site, I(2) is bonded in a 3-coordinate geometry to one Ca(1) and two equivalent Pb(1) atoms.",,266.0438835146043,
mp-625404,AlHO2,"Full Formula (Al4 H4 O8)
Reduced Formula: AlHO2
abc   : 2.844369 4.869840 8.400338
angles: 90.000000 90.000000 90.000000
pbc   : True True True
Sites (16)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Al   0.250000 0.388488 0.647265     0.0
1   Al   0.250000 0.111512 0.147265     0.0
2   Al   0.750000 0.611512 0.352735     0.0
3   Al   0.750000 0.888488 0.852735     0.0
4   H    0.750000 0.366326 0.924020    -0.0
5   H    0.750000 0.133674 0.424020    -0.0
6   H    0.250000 0.633674 0.075980    -0.0
7   H    0.250000 0.866326 0.575980    -0.0
8   O    0.750000 0.209488 0.001122     0.0
9   O    0.750000 0.290512 0.501122     0.0
10  O    0.250000 0.790512 -0.001122     0.0
11  O    0.250000 0.709488 0.498878     0.0
12  O    0.750000 0.957180 0.260256     0.0
13  O    0.750000 0.542820 0.760256     0.0
14  O    0.250000 0.042820 0.739744     0.0
15  O    0.250000 0.457180 0.239744     0.0","AlOOH crystallizes in the monoclinic P2_1/m space group. The structure is two-dimensional and consists of one AlOOH sheet oriented in the (0, 0, 1) direction. Al(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form a mixture of corner and edge-sharing AlO6 octahedra. The corner-sharing octahedral tilt angles are 23掳. Both Al(1)-O(1) bond lengths are 1.90 脜. There are two shorter (1.89 脜) and two longer (1.95 脜) Al(1)-O(2) bond lengths. H(1) is bonded in a single-bond geometry to one O(1) atom. The H(1)-O(1) bond length is 0.97 脜. There are two inequivalent O sites. In the first O site, O(1) is bonded in a distorted trigonal planar geometry to two equivalent Al(1) and one H(1) atom. In the second O site, O(2) is bonded to four equivalent Al(1) atoms to form a mixture of corner and edge-sharing OAl4 trigonal pyramids.",,116.3583074700282,
mp-1349907,CoO2,"Full Formula (Co16 O32)
Reduced Formula: CoO2
abc   : 5.695308 5.668742 22.584624
angles: 59.865180 60.289204 60.153895
pbc   : True True True
Sites (48)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Co   0.496000 0.494842 0.124820   0.746
1   Co   0.498246 0.492814 0.254034   0.792
2   Co   0.495968 0.009956 0.124821   0.746
3   Co   0.132729 0.113796 0.534903   2.757
4   Co   0.499732 0.494719 0.377359   0.798
5   Co   0.868416 0.873763 0.220939   2.924
6   Co   0.130856 0.120080 0.782215   2.734
7   Co   0.499777 0.995926 0.377354   0.792
8   Co   0.503808 0.497785 0.624635  -0.805
9   Co   0.869265 0.881316 0.467085   2.592
10  Co   0.503813 0.999899 0.624630  -0.773
11  Co   0.497981 0.011538 0.872237   0.665
12  Co   0.497982 0.501475 0.872247   0.667
13  Co   0.871074 0.883477 0.715509   2.427
14  Co   0.495604 0.497386 0.002434   0.673
15  Co   0.861332 0.877713 0.970802   2.941
16  O    0.295394 0.251528 0.062672   0.415
17  O    0.290366 0.252777 0.176061   0.411
18  O    0.295627 0.702662 0.062631   0.414
19  O    0.713895 0.261374 0.065860  -0.086
20  O    0.277315 0.738482 0.186442   0.047
21  O    0.294788 0.249227 0.315432   0.479
22  O    0.704485 0.273118 0.191422   0.315
23  O    0.276324 0.242221 0.434770   0.214
24  O    0.294980 0.694549 0.315345   0.478
25  O    0.713337 0.753952 0.069719   0.331
26  O    0.705770 0.258171 0.319463  -0.035
27  O    0.704728 0.756536 0.191336   0.314
28  O    0.270879 0.221370 0.567666   0.413
29  O    0.276520 0.757309 0.427166   0.194
30  O    0.735619 0.260001 0.432609   0.298
31  O    0.282677 0.249814 0.679420   0.101
32  O    0.270906 0.737012 0.567662   0.402
33  O    0.718204 0.749805 0.320569   0.232
34  O    0.724099 0.251240 0.568360   0.146
35  O    0.735363 0.774068 0.432631   0.298
36  O    0.280895 0.748682 0.680442   0.054
37  O    0.266285 0.229940 0.814710   0.437
38  O    0.735531 0.260902 0.681504   0.176
39  O    0.286458 0.265276 0.920728   0.429
40  O    0.266320 0.744831 0.814703    0.44
41  O    0.723276 0.750789 0.568766   0.061
42  O    0.731552 0.248903 0.817652   0.154
43  O    0.735543 0.777597 0.681496    0.19
44  O    0.277867 0.742787 0.934147    0.04
45  O    0.702203 0.277973 0.937825   0.349
46  O    0.715415 0.759045 0.816614    0.21
47  O    0.702426 0.768513 0.937772   0.349","Lix0CoO2 is trigonal omega-like structured and crystallizes in the monoclinic C2/m space group. The structure is two-dimensional and consists of one Lix0CoO2 sheet oriented in the (0, 0, 1) direction. Co(1) is bonded to six equivalent O(1) atoms to form edge-sharing CoO6 octahedra. All Co(1)-O(1) bond lengths are 1.88 脜. O(1) is bonded in a distorted T-shaped geometry to three equivalent Co(1) atoms.",,516.7725612771001,
mp-1582,As2O3,"Full Formula (As8 O12)
Reduced Formula: As2O3
abc   : 4.559018 5.389057 13.033624
angles: 90.000000 90.000000 94.687769
pbc   : True True True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   As   0.500537 0.140181 0.149553     0.0
1   As   -0.000537 0.359819 0.649553     0.0
2   As   0.499463 0.859819 0.850447     0.0
3   As   0.000537 0.640181 0.350447     0.0
4   As   0.461545 0.238206 0.399132     0.0
5   As   0.038455 0.261794 0.899132     0.0
6   As   0.538455 0.761794 0.600868     0.0
7   As   0.961545 0.738206 0.100868     0.0
8   O    0.367054 0.541744 0.358614    -0.0
9   O    0.132946 0.958256 0.858614    -0.0
10  O    0.632946 0.458256 0.641386    -0.0
11  O    0.867054 0.041744 0.141386    -0.0
12  O    0.346228 0.840546 0.102263    -0.0
13  O    0.153772 0.659454 0.602263    -0.0
14  O    0.653772 0.159454 0.897737    -0.0
15  O    0.846228 0.340546 0.397736    -0.0
16  O    0.933563 0.564488 0.217423     0.0
17  O    0.566437 0.935512 0.717423     0.0
18  O    0.066437 0.435512 0.782577     0.0
19  O    0.433563 0.064488 0.282577     0.0","As2O3 crystallizes in the monoclinic P2_1 space group. The structure is one-dimensional and consists of two AsO clusters and one AsO2 ribbon oriented in the (0, 1, 0) direction. In each AsO cluster, As(1) is bonded in a distorted single-bond geometry to one O(1) atom. The As(1)-O(1) bond length is 1.84 脜. O(1) is bonded in a distorted single-bond geometry to one As(1) atom. In the AsO2 ribbon, As(2) is bonded in a 3-coordinate geometry to one O(2) and two equivalent O(3) atoms. The As(2)-O(2) bond length is 1.85 脜. There is one shorter (1.82 脜) and one longer (1.83 脜) As(2)-O(3) bond length. There are two inequivalent O sites. In the first O site, O(2) is bonded in a single-bond geometry to one As(2) atom. In the second O site, O(3) is bonded in a bent 120 degrees geometry to two equivalent As(2) atoms.",,319.14943889553336,
mp-27863,AlClO,"Full Formula (Al2 Cl2 O2)
Reduced Formula: AlClO
abc   : 3.619023 3.141440 7.925987
angles: 90.000000 90.000000 90.000000
pbc   : True True True
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Al   0.750000 0.250000 0.896373     0.0
1   Al   0.250000 0.750000 0.103627     0.0
2   Cl   0.750000 0.750000 0.685551    -0.0
3   Cl   0.250000 0.250000 0.314449    -0.0
4   O    0.250000 0.250000 0.951389    -0.0
5   O    0.750000 0.750000 0.048611    -0.0","AlOCl crystallizes in the orthorhombic Pmmn space group. The structure is two-dimensional and consists of one AlOCl sheet oriented in the (0, 0, 1) direction. Al(1) is bonded to four equivalent O(1) and two equivalent Cl(1) atoms to form a mixture of distorted corner and edge-sharing AlCl2O4 octahedra. The corner-sharing octahedral tilt angles are 28掳. There are two shorter (1.87 脜) and two longer (2.00 脜) Al(1)-O(1) bond lengths. Both Al(1)-Cl(1) bond lengths are 2.31 脜. O(1) is bonded to four equivalent Al(1) atoms to form a mixture of distorted corner and edge-sharing OAl4 tetrahedra. Cl(1) is bonded in an L-shaped geometry to two equivalent Al(1) atoms.",,90.11010750205814,
